OrderDate,ProductName,UnitPrice,Quantity,UnitPriceDiscounted,TotalPrice,ShipName,ShipCountry,IsEurophian
1996-10-28 00.00.00.000,Alice Mutton,"39,00",70,"37,05","2593,5",Mère Paillarde,Canada,0
1996-10-28 00.00.00.000,Tarte au sucre,"49,30",28,"49,3","1380,4",Mère Paillarde,Canada,0
1996-10-29 00.00.00.000,Carnarvon Tigers,"62,50",20,"59,375","1187,5",Bon app',France,1
1996-10-29 00.00.00.000,Jack's New England Clam Chowder,"9,65",12,"9,1675","110,009995",Bon app',France,1
1996-10-29 00.00.00.000,Ipoh Coffee,"46,00",40,"43,7",1748,Bon app',France,1
1996-10-29 00.00.00.000,Geitost,"2,50",8,"2,5",20,Simons bistro,Denmark,1
1996-10-29 00.00.00.000,Raclette Courdavault,"55,00",9,"46,75","420,75",Simons bistro,Denmark,1
1996-10-30 00.00.00.000,Chang,"19,00",24,"15,2","364,8",Frankenversand,Germany,1
1996-10-30 00.00.00.000,Gorgonzola Telino,"12,50",56,10,560,Frankenversand,Germany,1
1996-10-30 00.00.00.000,Inlagd Sill,"19,00",40,"15,2",608,Frankenversand,Germany,1
1996-10-30 00.00.00.000,Pâté chinois,"24,00",40,"19,2",768,Frankenversand,Germany,1
1996-10-31 00.00.00.000,Wimmers gute Semmelknödel,"33,25",50,"33,25","1662,5",Lehmanns Marktstand,Germany,1
1996-10-31 00.00.00.000,Scottish Longbreads,"12,50",4,"11,875","47,5",Lehmanns Marktstand,Germany,1
1996-10-31 00.00.00.000,Lakkalikööri,"18,00",15,18,270,Lehmanns Marktstand,Germany,1
1996-11-01 00.00.00.000,Chef Anton's Cajun Seasoning,"22,00",35,22,770,White Clover Markets,USA,0
1996-11-01 00.00.00.000,Northwoods Cranberry Sauce,"40,00",70,30,2100,White Clover Markets,USA,0
1996-11-04 00.00.00.000,Northwoods Cranberry Sauce,"40,00",70,40,2800,QUICK-Stop,Germany,1
1996-11-04 00.00.00.000,Teatime Chocolate Biscuits,"9,20",80,"9,2",736,QUICK-Stop,Germany,1
1996-11-04 00.00.00.000,Singaporean Hokkien Fried Mee,"14,00",9,14,126,QUICK-Stop,Germany,1
1996-11-05 00.00.00.000,Alice Mutton,"39,00",36,"35,1","1263,6",Rattlesnake Canyon Grocery,USA,0
1996-11-05 00.00.00.000,Gnocchi di nonna Alice,"38,00",20,38,760,Rattlesnake Canyon Grocery,USA,0
1996-11-06 00.00.00.000,NuNuCa Nuß-Nougat-Creme,"14,00",10,14,140,Familia Arquibaldo,Brazil,0
1996-11-06 00.00.00.000,Chartreuse verte,"18,00",50,"15,3",765,Familia Arquibaldo,Brazil,0
1996-11-06 00.00.00.000,Boston Crab Meat,"18,40",4,"18,4","73,6",Familia Arquibaldo,Brazil,0
1996-11-06 00.00.00.000,Rhönbräu Klosterbier,"7,75",6,"6,5875","39,525",Familia Arquibaldo,Brazil,0
1996-11-07 00.00.00.000,Chai,"18,00",15,"15,3","229,5",Die Wandernde Kuh,Germany,1
1996-11-07 00.00.00.000,Tunnbröd,"9,00",25,9,225,Die Wandernde Kuh,Germany,1
1996-11-08 00.00.00.000,Tourtière,"7,45",24,"7,45","178,79999",Split Rail Beer & Ale,USA,0
1996-11-11 00.00.00.000,Valkoinen suklaa,"16,25",15,"14,625","219,375",La maison d'Asie,France,1
1996-11-11 00.00.00.000,Gudbrandsdalsost,"36,00",18,"32,399998","583,19995",La maison d'Asie,France,1
1996-11-11 00.00.00.000,Côte de Blaye,"263,50",20,"250,325","5006,5",Ernst Handel,Austria,1
1996-11-11 00.00.00.000,Jack's New England Clam Chowder,"9,65",13,"9,65","125,45",Ernst Handel,Austria,1
1996-11-11 00.00.00.000,Gula Malacca,"19,45",77,"18,4775","1422,7676",Ernst Handel,Austria,1
1996-11-11 00.00.00.000,Louisiana Fiery Hot Pepper Sauce,"21,05",10,"19,9975","199,97499",Ernst Handel,Austria,1
1996-11-12 00.00.00.000,Guaraná Fantástica,"4,50",10,"4,5",45,Furia Bacalhau e Frutos do Mar,Portugal,1
1996-11-12 00.00.00.000,Tourtière,"7,45",20,"6,3325","126,65",Furia Bacalhau e Frutos do Mar,Portugal,1
1996-11-13 00.00.00.000,Queso Cabrales,"21,00",12,"16,800001","201,6",Piccolo und mehr,Austria,1
1996-11-13 00.00.00.000,Côte de Blaye,"263,50",50,"210,8",10540,Piccolo und mehr,Austria,1
1996-11-14 00.00.00.000,Chai,"18,00",12,18,216,Pericles Comidas clásicas,Mexico,0
1996-11-14 00.00.00.000,Thüringer Rostbratwurst,"123,79",4,"123,79","495,16",Pericles Comidas clásicas,Mexico,0
1996-11-15 00.00.00.000,Guaraná Fantástica,"4,50",25,"4,5","112,5",Around the Horn,UK,1
1996-11-15 00.00.00.000,Ravioli Angelo,"19,50",25,"19,5","487,5",Around the Horn,UK,1
1996-11-18 00.00.00.000,Gorgonzola Telino,"12,50",30,"12,5",375,Die Wandernde Kuh,Germany,1
1996-11-18 00.00.00.000,Pâté chinois,"24,00",12,24,288,Die Wandernde Kuh,Germany,1
1996-11-18 00.00.00.000,Gudbrandsdalsost,"36,00",20,36,720,Die Wandernde Kuh,Germany,1
1996-11-19 00.00.00.000,Ikura,"31,00",30,"24,800001","744,00006",LILA-Supermercado,Venezuela,1
1996-11-19 00.00.00.000,Gumbär Gummibärchen,"31,23",16,"31,23","499,68",LILA-Supermercado,Venezuela,1
1996-11-19 00.00.00.000,Camembert Pierrot,"34,00",8,"27,2","217,6",LILA-Supermercado,Venezuela,1
1996-11-20 00.00.00.000,Guaraná Fantástica,"4,50",10,"4,275","42,75",La maison d'Asie,France,1
1996-11-20 00.00.00.000,Sasquatch Ale,"14,00",10,"13,3",133,La maison d'Asie,France,1
1996-11-20 00.00.00.000,Inlagd Sill,"19,00",20,"18,05",361,La maison d'Asie,France,1
1996-11-21 00.00.00.000,Pavlova,"17,45",56,"16,577501","928,3401",Seven Seas Imports,UK,1
1996-11-21 00.00.00.000,Gorgonzola Telino,"12,50",70,"11,875","831,25",Seven Seas Imports,UK,1
1996-11-21 00.00.00.000,Camembert Pierrot,"34,00",80,"32,3",2584,Seven Seas Imports,UK,1
1996-11-22 00.00.00.000,Rössle Sauerkraut,"45,60",30,"45,6",1368,Blondel père et fils,France,1
1996-11-22 00.00.00.000,Thüringer Rostbratwurst,"123,79",35,"123,79","4332,65",Blondel père et fils,France,1
1996-11-22 00.00.00.000,Côte de Blaye,"263,50",10,"263,5",2635,Blondel père et fils,France,1
1996-11-22 00.00.00.000,Maxilaku,"20,00",35,20,700,Blondel père et fils,France,1
1996-11-22 00.00.00.000,Tourtière,"7,45",28,"7,45","208,59999",Blondel père et fils,France,1
1996-11-22 00.00.00.000,Chartreuse verte,"18,00",54,"16,199999","874,7999",QUICK-Stop,Germany,1
1996-11-22 00.00.00.000,Camembert Pierrot,"34,00",55,"30,599998","1682,9999",QUICK-Stop,Germany,1
1996-11-25 00.00.00.000,NuNuCa Nuß-Nougat-Creme,"14,00",50,14,700,Bon app',France,1
1996-11-25 00.00.00.000,Manjimup Dried Apples,"53,00",20,53,1060,Bon app',France,1
1996-11-25 00.00.00.000,Tourtière,"7,45",24,"7,45","178,79999",Bon app',France,1
1996-11-26 00.00.00.000,Gorgonzola Telino,"12,50",20,"12,5",250,Drachenblut Delikatessen,Germany,1
1996-11-26 00.00.00.000,Rhönbräu Klosterbier,"7,75",12,"7,75",93,Drachenblut Delikatessen,Germany,1
1996-11-26 00.00.00.000,Lakkalikööri,"18,00",12,18,216,Drachenblut Delikatessen,Germany,1
1996-11-26 00.00.00.000,Gudbrandsdalsost,"36,00",30,36,1080,Eastern Connection,UK,1
1996-11-26 00.00.00.000,Flotemysost,"21,50",5,"21,5","107,5",Eastern Connection,UK,1
1996-11-27 00.00.00.000,Queso Cabrales,"21,00",24,21,504,Antonio Moreno Taquería,Mexico,0
1996-11-28 00.00.00.000,Louisiana Fiery Hot Pepper Sauce,"21,05",5,"21,05","105,25",Galería del gastronómo,Spain,1
1996-11-28 00.00.00.000,Original Frankfurter grüne Soße,"13,00",5,13,65,Galería del gastronómo,Spain,1
1996-11-28 00.00.00.000,Sasquatch Ale,"14,00",36,14,504,Vaffeljernet,Denmark,1
1996-11-28 00.00.00.000,Tourtière,"7,45",18,"7,45","134,09999",Vaffeljernet,Denmark,1
1996-11-28 00.00.00.000,Louisiana Fiery Hot Pepper Sauce,"21,05",15,"21,05","315,75",Vaffeljernet,Denmark,1
1996-11-28 00.00.00.000,Original Frankfurter grüne Soße,"13,00",7,13,91,Vaffeljernet,Denmark,1
1996-11-29 00.00.00.000,Sir Rodney's Scones,"10,00",5,9,45,Ernst Handel,Austria,1
1996-11-29 00.00.00.000,Rössle Sauerkraut,"45,60",13,"41,039997","533,51996",Ernst Handel,Austria,1
1996-11-29 00.00.00.000,Ravioli Angelo,"19,50",25,"19,5","487,5",Ernst Handel,Austria,1
1996-11-29 00.00.00.000,Wimmers gute Semmelknödel,"33,25",35,"29,925","1047,375",Ernst Handel,Austria,1
1996-12-02 00.00.00.000,Thüringer Rostbratwurst,"123,79",20,"123,79","2475,8",Split Rail Beer & Ale,USA,0
1996-12-02 00.00.00.000,Gnocchi di nonna Alice,"38,00",18,"28,5",513,Split Rail Beer & Ale,USA,0
1996-12-03 00.00.00.000,Chai,"18,00",15,"15,3","229,5",Chop-suey Chinese,Switzerland,1
1996-12-03 00.00.00.000,Wimmers gute Semmelknödel,"33,25",30,"33,25","997,5",Chop-suey Chinese,Switzerland,1
1996-12-03 00.00.00.000,Longlife Tofu,"10,00",20,"8,5",170,Chop-suey Chinese,Switzerland,1
1996-12-03 00.00.00.000,Inlagd Sill,"19,00",6,"15,2","91,2",La maison d'Asie,France,1
1996-12-04 00.00.00.000,Sir Rodney's Marmalade,"81,00",12,"60,75",729,Queen Cozinha,Brazil,0
1996-12-04 00.00.00.000,Côte de Blaye,"263,50",40,"197,625",7905,Queen Cozinha,Brazil,0
1996-12-04 00.00.00.000,Camembert Pierrot,"34,00",70,"25,5",1785,Queen Cozinha,Brazil,0
1996-12-04 00.00.00.000,Mozzarella di Giovanni,"34,80",42,"26,099998","1096,2",Queen Cozinha,Brazil,0
1996-12-05 00.00.00.000,Escargots de Bourgogne,"13,25",80,"10,6",848,Hungry Owl All-Night Grocers,Ireland,1
1996-12-05 00.00.00.000,Flotemysost,"21,50",50,"17,2","860,00006",Hungry Owl All-Night Grocers,Ireland,1
1996-12-05 00.00.00.000,Gorgonzola Telino,"12,50",30,"12,5",375,Wolski Zajazd,Poland,1
1996-12-05 00.00.00.000,Escargots de Bourgogne,"13,25",15,"13,25","198,75",Wolski Zajazd,Poland,1
1996-12-06 00.00.00.000,Tofu,"23,25",15,"23,25","348,75",Hungry Coyote Import Store,USA,0
1996-12-06 00.00.00.000,Tourtière,"7,45",10,"7,45","74,5",Hungry Coyote Import Store,USA,0
1996-12-09 00.00.00.000,Gorgonzola Telino,"12,50",42,"11,875","498,75",Mère Paillarde,Canada,0
1996-12-09 00.00.00.000,Rössle Sauerkraut,"45,60",20,"38,76","775,19995",Seven Seas Imports,UK,1
1996-12-09 00.00.00.000,Chartreuse verte,"18,00",20,"15,3",306,Seven Seas Imports,UK,1
1996-12-10 00.00.00.000,Flotemysost,"21,50",6,"21,5",129,Folk och fä HB,Sweden,1
1996-12-11 00.00.00.000,Jack's New England Clam Chowder,"9,65",8,"8,684999","69,479996",Que Delícia,Brazil,0
1996-12-11 00.00.00.000,Vegie-spread,"43,90",16,"39,510002","632,16003",Que Delícia,Brazil,0
1996-12-11 00.00.00.000,Louisiana Fiery Hot Pepper Sauce,"21,05",20,"18,945","378,9",Que Delícia,Brazil,0
1996-12-12 00.00.00.000,Nord-Ost Matjeshering,"25,89",18,"23,300999","419,41797",Hungry Owl All-Night Grocers,Ireland,1
1996-12-12 00.00.00.000,Perth Pasties,"32,80",20,"29,519999","590,39996",Hungry Owl All-Night Grocers,Ireland,1
1996-12-12 00.00.00.000,Camembert Pierrot,"34,00",6,"30,599998","183,59999",Hungry Owl All-Night Grocers,Ireland,1
1996-12-12 00.00.00.000,Outback Lager,"15,00",30,15,450,Hungry Owl All-Night Grocers,Ireland,1
1996-12-12 00.00.00.000,Longlife Tofu,"10,00",14,10,140,LILA-Supermercado,Venezuela,1
1996-12-13 00.00.00.000,Chef Anton's Gumbo Mix,"21,35",32,"21,35","683,2",Ernst Handel,Austria,1
1996-12-13 00.00.00.000,Carnarvon Tigers,"62,50",9,"62,5","562,5",Ernst Handel,Austria,1
1996-12-13 00.00.00.000,Thüringer Rostbratwurst,"123,79",14,"123,79","1733,06",Ernst Handel,Austria,1
1996-12-13 00.00.00.000,Geitost,"2,50",60,"2,5",150,Ernst Handel,Austria,1
1996-12-13 00.00.00.000,Longlife Tofu,"10,00",50,10,500,Ernst Handel,Austria,1
1996-12-16 00.00.00.000,Konbu,"6,00",20,6,120,Around the Horn,UK,1
1996-12-16 00.00.00.000,Valkoinen suklaa,"16,25",15,"16,25","243,75",Around the Horn,UK,1
1996-12-16 00.00.00.000,Gnocchi di nonna Alice,"38,00",20,38,760,Around the Horn,UK,1
1996-12-16 00.00.00.000,Sir Rodney's Marmalade,"81,00",28,81,2268,Berglunds snabbköp,Sweden,1
1996-12-16 00.00.00.000,Camembert Pierrot,"34,00",15,34,510,Berglunds snabbköp,Sweden,1
1996-12-17 00.00.00.000,Uncle Bob's Organic Dried Pears,"30,00",10,24,240,Split Rail Beer & Ale,USA,0
1996-12-17 00.00.00.000,Camembert Pierrot,"34,00",20,"27,2",544,Split Rail Beer & Ale,USA,0
1996-12-17 00.00.00.000,Scottish Longbreads,"12,50",8,10,80,Split Rail Beer & Ale,USA,0
1996-12-18 00.00.00.000,Guaraná Fantástica,"4,50",15,"4,5","67,5",Familia Arquibaldo,Brazil,0
1996-12-18 00.00.00.000,Sasquatch Ale,"14,00",10,14,140,Familia Arquibaldo,Brazil,0
1996-12-18 00.00.00.000,Guaraná Fantástica,"4,50",15,"4,5","67,5",Santé Gourmet,Norway,1
1996-12-18 00.00.00.000,Rössle Sauerkraut,"45,60",6,"45,6","273,59998",Santé Gourmet,Norway,1
1996-12-18 00.00.00.000,Raclette Courdavault,"55,00",12,55,660,Santé Gourmet,Norway,1
1996-12-18 00.00.00.000,Flotemysost,"21,50",15,"21,5","322,5",Santé Gourmet,Norway,1
1996-12-19 00.00.00.000,Rogede sild,"9,50",15,"7,6",114,Seven Seas Imports,UK,1
1996-12-19 00.00.00.000,Filo Mix,"7,00",20,"5,6",112,Seven Seas Imports,UK,1
1996-12-19 00.00.00.000,Perth Pasties,"32,80",40,"32,8",1312,Seven Seas Imports,UK,1
1996-12-20 00.00.00.000,Ikura,"31,00",16,31,496,Bottom-Dollar Markets,Canada,0
1996-12-20 00.00.00.000,Pâté chinois,"24,00",15,24,360,Bottom-Dollar Markets,Canada,0
1996-12-20 00.00.00.000,Tarte au sucre,"49,30",20,"49,3",986,Bottom-Dollar Markets,Canada,0
1996-12-20 00.00.00.000,Outback Lager,"15,00",30,15,450,Bottom-Dollar Markets,Canada,0
1996-12-23 00.00.00.000,Gorgonzola Telino,"12,50",60,"11,25",675,Ernst Handel,Austria,1
1996-12-23 00.00.00.000,Steeleye Stout,"18,00",40,"16,199999","647,99994",Ernst Handel,Austria,1
1996-12-23 00.00.00.000,Spegesild,"12,00",45,12,540,Ernst Handel,Austria,1
1996-12-23 00.00.00.000,Mozzarella di Giovanni,"34,80",24,"31,319998","751,67993",Ernst Handel,Austria,1
1996-12-23 00.00.00.000,Konbu,"6,00",18,6,108,Drachenblut Delikatessen,Germany,1
1996-12-24 00.00.00.000,Gudbrandsdalsost,"36,00",50,36,1800,Piccolo und mehr,Austria,1
1996-12-25 00.00.00.000,Chang,"19,00",25,"14,25","356,25",Save-a-lot Markets,USA,0
1996-12-25 00.00.00.000,Tofu,"23,25",42,"17,4375","732,375",Save-a-lot Markets,USA,0
1996-12-25 00.00.00.000,NuNuCa Nuß-Nougat-Creme,"14,00",7,"10,5","73,5",Save-a-lot Markets,USA,0
1996-12-25 00.00.00.000,Gumbär Gummibärchen,"31,23",70,"23,4225","1639,5751",Save-a-lot Markets,USA,0
1996-12-25 00.00.00.000,Gorgonzola Telino,"12,50",32,"12,5",400,Save-a-lot Markets,USA,0
1996-12-25 00.00.00.000,Konbu,"6,00",10,6,60,Hungry Coyote Import Store,USA,0
1996-12-25 00.00.00.000,Tarte au sucre,"49,30",10,"49,3",493,Hungry Coyote Import Store,USA,0
1996-12-26 00.00.00.000,Spegesild,"12,00",28,"10,799999","302,39996",HILARION-Abastos,Venezuela,1
1996-12-26 00.00.00.000,Perth Pasties,"32,80",70,"29,519999","2066,4",HILARION-Abastos,Venezuela,1
1996-12-26 00.00.00.000,Gudbrandsdalsost,"36,00",8,36,288,HILARION-Abastos,Venezuela,1
1996-12-27 00.00.00.000,Tunnbröd,"9,00",40,9,360,Frankenversand,Germany,1
1996-12-27 00.00.00.000,Flotemysost,"21,50",60,"21,5",1290,Frankenversand,Germany,1
1996-12-27 00.00.00.000,Mozzarella di Giovanni,"34,80",21,"34,8","730,8",Frankenversand,Germany,1
1996-12-27 00.00.00.000,Sir Rodney's Scones,"10,00",10,"8,5",85,Princesa Isabel Vinhos,Portugal,1
1996-12-27 00.00.00.000,Manjimup Dried Apples,"53,00",18,"45,050003","810,9",Princesa Isabel Vinhos,Portugal,1
1996-12-30 00.00.00.000,Steeleye Stout,"18,00",30,18,540,Save-a-lot Markets,USA,0
1996-12-30 00.00.00.000,Pâté chinois,"24,00",120,"21,599998","2591,9998",Save-a-lot Markets,USA,0
1996-12-31 00.00.00.000,Scottish Longbreads,"12,50",60,"12,5",750,Vaffeljernet,Denmark,1
1996-12-31 00.00.00.000,Flotemysost,"21,50",30,"21,5",645,Vaffeljernet,Denmark,1
1996-12-31 00.00.00.000,Lakkalikööri,"18,00",35,18,630,Vaffeljernet,Denmark,1
1996-12-31 00.00.00.000,Original Frankfurter grüne Soße,"13,00",14,13,182,Vaffeljernet,Denmark,1
1997-01-01 00.00.00.000,Thüringer Rostbratwurst,"123,79",21,"123,79","2599,59",Eastern Connection,UK,1
1997-01-01 00.00.00.000,Steeleye Stout,"18,00",35,18,630,Eastern Connection,UK,1
1997-01-01 00.00.00.000,Maxilaku,"20,00",30,20,600,Eastern Connection,UK,1
1997-01-01 00.00.00.000,Nord-Ost Matjeshering,"25,89",18,"25,89","466,02",Rattlesnake Canyon Grocery,USA,0
1997-01-01 00.00.00.000,Gnocchi di nonna Alice,"38,00",70,38,2660,Rattlesnake Canyon Grocery,USA,0
1997-01-01 00.00.00.000,Louisiana Fiery Hot Pepper Sauce,"21,05",20,"21,05",421,Rattlesnake Canyon Grocery,USA,0
1997-01-01 00.00.00.000,Flotemysost,"21,50",60,"21,5",1290,Rattlesnake Canyon Grocery,USA,0
1997-01-02 00.00.00.000,Tunnbröd,"9,00",60,9,540,Ernst Handel,Austria,1
1997-01-02 00.00.00.000,Vegie-spread,"43,90",65,"43,9","2853,5",Ernst Handel,Austria,1
1997-01-03 00.00.00.000,Pavlova,"17,45",21,"14,832501","311,48254",Ernst Handel,Austria,1
1997-01-03 00.00.00.000,Chocolade,"12,75",70,"10,837501","758,62506",Ernst Handel,Austria,1
1997-01-03 00.00.00.000,Gumbär Gummibärchen,"31,23",30,"29,668499","890,055",Magazzini Alimentari Riuniti,Italy,1
1997-01-03 00.00.00.000,Singaporean Hokkien Fried Mee,"14,00",40,"13,3",532,Magazzini Alimentari Riuniti,Italy,1
1997-01-03 00.00.00.000,Maxilaku,"20,00",30,19,570,Magazzini Alimentari Riuniti,Italy,1
1997-01-06 00.00.00.000,Aniseed Syrup,"10,00",50,10,500,LINO-Delicateses,Venezuela,1
1997-01-07 00.00.00.000,Chai,"18,00",10,18,180,Queen Cozinha,Brazil,0
1997-01-07 00.00.00.000,Sir Rodney's Scones,"10,00",30,9,270,Queen Cozinha,Brazil,0
1997-01-07 00.00.00.000,Rössle Sauerkraut,"45,60",42,"41,039997","1723,6799",Queen Cozinha,Brazil,0
1997-01-07 00.00.00.000,Inlagd Sill,"19,00",5,"17,1","85,5",Queen Cozinha,Brazil,0
1997-01-07 00.00.00.000,Boston Crab Meat,"18,40",2,"16,56","33,12",Queen Cozinha,Brazil,0
1997-01-07 00.00.00.000,Queso Cabrales,"21,00",30,21,630,Ottilies Käseladen,Germany,1
1997-01-07 00.00.00.000,Gudbrandsdalsost,"36,00",15,36,540,Ottilies Käseladen,Germany,1
1997-01-07 00.00.00.000,Flotemysost,"21,50",15,"21,5","322,5",Ottilies Käseladen,Germany,1
1997-01-08 00.00.00.000,Gravad lax,"26,00",10,26,260,Folies gourmandes,France,1
1997-01-08 00.00.00.000,Tourtière,"7,45",6,"7,45","44,699997",Folies gourmandes,France,1
1997-01-08 00.00.00.000,Tarte au sucre,"49,30",35,"49,3","1725,5",Folies gourmandes,France,1
1997-01-09 00.00.00.000,Tofu,"23,25",12,"23,25",279,Océano Atlántico Ltda.,Argentina,0
1997-01-09 00.00.00.000,Sir Rodney's Scones,"10,00",12,10,120,Océano Atlántico Ltda.,Argentina,0
1997-01-10 00.00.00.000,Geitost,"2,50",49,"2,5","122,5",Bottom-Dollar Markets,Canada,0
1997-01-10 00.00.00.000,Raclette Courdavault,"55,00",16,55,880,Bottom-Dollar Markets,Canada,0
1997-01-10 00.00.00.000,Jack's New England Clam Chowder,"9,65",25,"7,72",193,Bottom-Dollar Markets,Canada,0
1997-01-10 00.00.00.000,Gula Malacca,"19,45",40,"15,56","622,4",Bottom-Dollar Markets,Canada,0
1997-01-10 00.00.00.000,Raclette Courdavault,"55,00",9,44,396,Bottom-Dollar Markets,Canada,0
1997-01-13 00.00.00.000,Tofu,"23,25",20,"20,925","418,5",Wartian Herkku,Finland,1
1997-01-14 00.00.00.000,Chai,"18,00",24,18,432,La maison d'Asie,France,1
1997-01-14 00.00.00.000,Tarte au sucre,"49,30",40,"49,3",1972,La maison d'Asie,France,1
1997-01-14 00.00.00.000,Lakkalikööri,"18,00",14,18,252,La maison d'Asie,France,1
1997-01-14 00.00.00.000,Teatime Chocolate Biscuits,"9,20",18,"8,74","157,31999",Familia Arquibaldo,Brazil,0
1997-01-14 00.00.00.000,Geitost,"2,50",50,"2,5",125,Familia Arquibaldo,Brazil,0
1997-01-15 00.00.00.000,Alice Mutton,"39,00",2,39,78,Hungry Coyote Import Store,USA,0
1997-01-15 00.00.00.000,Geitost,"2,50",20,"2,5",50,Hungry Coyote Import Store,USA,0
1997-01-16 00.00.00.000,Teatime Chocolate Biscuits,"9,20",20,"9,2",184,Wartian Herkku,Finland,1
1997-01-16 00.00.00.000,Perth Pasties,"32,80",10,"32,8",328,Wartian Herkku,Finland,1
1997-01-16 00.00.00.000,Ravioli Angelo,"19,50",20,"19,5",390,Wartian Herkku,Finland,1
1997-01-16 00.00.00.000,Côte de Blaye,"263,50",50,"263,5",13175,Simons bistro,Denmark,1
1997-01-16 00.00.00.000,Spegesild,"12,00",2,9,18,Simons bistro,Denmark,1
1997-01-16 00.00.00.000,Scottish Longbreads,"12,50",36,"9,375","337,5",Simons bistro,Denmark,1
1997-01-16 00.00.00.000,Original Frankfurter grüne Soße,"13,00",35,13,455,Simons bistro,Denmark,1
1997-01-17 00.00.00.000,Chang,"19,00",60,19,1140,QUICK-Stop,Germany,1
1997-01-17 00.00.00.000,Zaanse koeken,"9,50",55,"9,5","522,5",QUICK-Stop,Germany,1
1997-01-17 00.00.00.000,Sirop d'érable,"28,50",16,"28,5",456,QUICK-Stop,Germany,1
1997-01-17 00.00.00.000,Longlife Tofu,"10,00",15,10,150,QUICK-Stop,Germany,1
1997-01-20 00.00.00.000,Camembert Pierrot,"34,00",60,"32,3",1938,Richter Supermarkt,Switzerland,1
1997-01-20 00.00.00.000,Gudbrandsdalsost,"36,00",20,"34,2",684,Richter Supermarkt,Switzerland,1
1997-01-21 00.00.00.000,Mishi Kobe Niku,"97,00",20,"87,299995","1745,9999",Wellington Importadora,Brazil,0
1997-01-21 00.00.00.000,Konbu,"6,00",2,"5,3999996","10,799999",Wellington Importadora,Brazil,0
1997-01-21 00.00.00.000,Outback Lager,"15,00",8,"13,5",108,Wellington Importadora,Brazil,0
1997-01-21 00.00.00.000,Röd Kaviar,"15,00",20,"13,5",270,Wellington Importadora,Brazil,0
1997-01-21 00.00.00.000,Teatime Chocolate Biscuits,"9,20",4,"7,82","31,28",Que Delícia,Brazil,0
1997-01-21 00.00.00.000,Gumbär Gummibärchen,"31,23",30,"31,23","936,89996",Que Delícia,Brazil,0
1997-01-21 00.00.00.000,Perth Pasties,"32,80",15,"27,880001","418,2",Que Delícia,Brazil,0
1997-01-21 00.00.00.000,Original Frankfurter grüne Soße,"13,00",10,"11,05","110,5",Que Delícia,Brazil,0
1997-01-22 00.00.00.000,Gumbär Gummibärchen,"31,23",2,"31,23","62,46",Franchi S.p.A.,Italy,1
1997-01-23 00.00.00.000,Gorgonzola Telino,"12,50",14,"12,5",175,Gourmet Lanchonetes,Brazil,0
1997-01-23 00.00.00.000,Raclette Courdavault,"55,00",20,55,1100,Gourmet Lanchonetes,Brazil,0
1997-01-23 00.00.00.000,Steeleye Stout,"18,00",60,"14,400001","864,00006",Mère Paillarde,Canada,0
1997-01-23 00.00.00.000,Côte de Blaye,"263,50",49,"210,8","10329,2",Mère Paillarde,Canada,0
1997-01-23 00.00.00.000,Scottish Longbreads,"12,50",30,10,300,Mère Paillarde,Canada,0
1997-01-24 00.00.00.000,Pâté chinois,"24,00",10,18,180,La maison d'Asie,France,1
1997-01-24 00.00.00.000,Lakkalikööri,"18,00",20,"13,5",270,La maison d'Asie,France,1
1997-01-27 00.00.00.000,Gnocchi di nonna Alice,"38,00",5,38,190,Galería del gastronómo,Spain,1
1997-01-27 00.00.00.000,Wimmers gute Semmelknödel,"33,25",7,"33,25","232,75",Galería del gastronómo,Spain,1
1997-01-27 00.00.00.000,Tofu,"23,25",35,"23,25","813,75",Piccolo und mehr,Austria,1
1997-01-28 00.00.00.000,Spegesild,"12,00",20,12,240,Reggiani Caseifici,Italy,1
1997-01-29 00.00.00.000,Valkoinen suklaa,"16,25",40,"16,25",650,Hungry Owl All-Night Grocers,Ireland,1
1997-01-29 00.00.00.000,Vegie-spread,"43,90",35,"32,925003","1152,3751",Hungry Owl All-Night Grocers,Ireland,1
1997-01-30 00.00.00.000,Alice Mutton,"39,00",45,"31,2",1404,Ernst Handel,Austria,1
1997-01-30 00.00.00.000,Sir Rodney's Scones,"10,00",50,10,500,Ernst Handel,Austria,1
